system:index, MIN_B3, MIN_B3_5perc,MIN_B4,MIN_B4_5perc,SCENE_ID,TILE,.geo
3346,825,950.9886578449907,525,657.185340314136,L1C_T25CER_A008713_20170221T101146,25CER,
3347,832,1359.8103715170275,512,1181.3002512562814,L1C_T26CMA_A008713_20170221T101146,26CMA,
3348,3715,4560.740052614272,3517,4686.229005598507,L1C_T26CMB_A008713_20170221T101146,26CMB,
3349,3407,4402.314587122591,3399,4574.685766646304,L1C_T26CNB_A008713_20170221T101146,26CNB,
3350,3993,5613.67095451156,4028,5934.704794111797,L1C_T26CNC_A008713_20170221T101146,26CNC,
3351,3689,5071.93043102517,3696,5296.096920675464,L1C_T27CVT_A008713_20170221T101146,27CVT,
3352,5115,5285.0,5389,5531.898230088496,L1C_T27CVU_A008713_20170221T101146,27CVU,
3353,3100,4240.0641200545715,3072,4430.298313519492,L1C_T18DXJ_A008715_20170221T133045,18DXJ,
3354,1465,2397.7070583932705,1264,2265.9264971515913,L1C_T18DXK_A008715_20170221T133045,18DXK,
3355,3997,4528.00302457467,4090,4658.488855869243,L1C_T19DDE_A008715_20170221T133045,19DDE,
3356,4270,4637.508143322476,4376,4803.405539070228,L1C_T19DEH_A008715_20170221T133045,19DEH,
3357,837,910.6503114518447,511,607.6877807726863,L1C_T01CDQ_A008719_20170221T201529,01CDQ,
3358,4085,4275.895400593471,4202,4423.717248356095,L1C_T58CEA_A008719_20170221T201529,58CEA,
3359,2629,3398.971861767518,2580,3478.977990535931,L1C_T58CEV_A008719_20170221T201529,58CEV,
3360,1708,2544.576044828392,1639,2575.7251407565955,L1C_T59CMQ_A008719_20170221T201529,59CMQ,
3361,883,1744.6139817629182,563,1649.875819373635,L1C_T59CNQ_A008719_20170221T201529,59CNQ,
3362,774,911.8884577243131,459,610.3501754097459,L1C_T60CVV_A008719_20170221T201529,60CVV,
3363,827,926.023470699762,513,669.8104107825958,L1C_T60CWV_A008719_20170221T201529,60CWV,
3364,660,720.568085529869,350,375.5040752279027,L1C_T57DWD_A008720_20170221T215357,57DWD,
3365,740,878.8212624781537,416,542.4301951097489,L1C_T57DXC_A008720_20170221T215357,57DXC,
3366,634,677.693523124538,266,357.16889523337716,L1C_T57DXD_A008720_20170221T215357,57DXD,
3367,728,879.4244403490696,387,541.3545141728514,L1C_T58DDH_A008720_20170221T215357,58DDH,
3368,727,814.8550615152161,387,475.4814146396142,L1C_T58DDJ_A008720_20170221T215357,58DDJ,
3369,647,911.7131542571075,382,624.0581056979253,L1C_T58DEH_A008720_20170221T215357,58DEH,
3370,602,694.6552703012693,366,402.4224706089016,L1C_T58DFH_A008720_20170221T215357,58DFH,
3371,685,694.9864587607713,392,402.7826566907884,L1C_T59DMC_A008720_20170221T215357,59DMC,
3372,2801,3001.812546399406,2845,3127.091414141414,L1C_T25CER_A008727_20170222T094153,25CER,
3373,1757,2567.944763467323,1572,2542.1990846681933,L1C_T26CMA_A008727_20170222T094153,26CMA,
3374,974,1167.1367064489662,703,922.5509954784129,L1C_T26CMB_A008727_20170222T094153,26CMB,
3375,922,1007.4054957296695,643,719.7010527369911,L1C_T26CNB_A008727_20170222T094153,26CNB,
3376,1653,3761.869565217391,1442,3867.890963855423,L1C_T26CNC_A008727_20170222T094153,26CNC,
3377,5247,5447.3641372141365,5480,5734.9764283103905,L1C_T27CVT_A008727_20170222T094153,27CVT,
3378,5064,5751.228899392303,5079,5864.473565702962,L1C_T20DPM_A008729_20170222T125902,20DPM,
3379,5407,6040.762078900708,5455,6183.366824173093,L1C_T20DPN_A008729_20170222T125902,20DPN,
3380,4645,5639.897391304348,4545,5773.614216701174,L1C_T21DVH_A008729_20170222T125902,21DVH,
3381,5175,5751.178916827853,5318,5959.688141391106,L1C_T21DVJ_A008729_20170222T125902,21DVJ,
3382,3908,4623.974970202622,3844,4688.093623150451,L1C_T21DWJ_A008729_20170222T125902,21DWJ,
3383,4268,4918.861476453119,4354,5167.259130030239,L1C_T21DXJ_A008729_20170222T125902,21DXJ,
3384,5583,6040.141963957339,5910,6359.32352201258,L1C_T21EWL_A008729_20170222T125902,21EWL,
3385,3110,4174.800837541569,3306,4367.064751852228,L1C_T21EWM_A008729_20170222T125902,21EWM,
3386,2606,3791.585547824629,2477,3855.2600163532297,L1C_T21EXK_A008729_20170222T125902,21EXK,
3387,3927,5031.963837454952,4003,5295.182157735958,L1C_T21EXL_A008729_20170222T125902,21EXL,
3388,2593,3789.925484479507,2462,3853.4851255634258,L1C_T22ECQ_A008729_20170222T125902,22ECQ,
3389,3970,4998.965046888321,3965,5263.975632299806,L1C_T22ECR_A008729_20170222T125902,22ECR,
3390,6881,6968.876201923076,7102,7277.649122807016,L1C_T20DMK_A008729_20170222T130050,20DMK,
3391,1249,1680.4479145050839,938,1393.085879438481,L1C_T20DNG_A008729_20170222T130050,20DNG,
3392,1532,3170.096978629329,1193,3101.4275536343257,L1C_T20DNH_A008729_20170222T130050,20DNH,
3393,5414,6038.185913621262,5425,6151.163416988418,L1C_T20DNJ_A008729_20170222T130050,20DNJ,
3394,5205,5590.422340795731,5137,5615.043722235212,L1C_T20DNK_A008729_20170222T130050,20DNK,
3395,3289,4175.479566221509,2893,3929.1551834276333,L1C_T20DNL_A008729_20170222T130050,20DNL,
3396,965,1232.9389126450824,569,865.4881460756886,L1C_T20DPF_A008729_20170222T130050,20DPF,
3397,971,1616.0991902834012,587,1357.5468728984536,L1C_T20DPG_A008729_20170222T130050,20DPG,
3398,1810,2415.0731221358833,1533,2189.75,L1C_T20DPH_A008729_20170222T130050,20DPH,
3399,3289,3985.7944401938284,2893,3739.566576086957,L1C_T20DPL_A008729_20170222T130050,20DPL,
3400,5490,5770.850395256917,5478,5863.286824574388,L1C_T20DPM_A008729_20170222T130050,20DPM,
3401,846,910.7552917530306,479,525.5577837195483,L1C_T10CDD_A008731_20170222T162339,10CDD,
3402,846,883.4228028503566,479,501.88321370945306,L1C_T10CDE_A008731_20170222T162339,10CDE,
3403,1088,2223.011309457811,767,2129.437917999419,L1C_T10CED_A008731_20170222T162339,10CED,
3404,2118,2897.675580110498,1996,2891.9318829707427,L1C_T11CMU_A008731_20170222T162339,11CMU,
3405,2687,3791.562861271676,2491,3764.439514599925,L1C_T11CNU_A008731_20170222T162339,11CNU,
3406,2736,3182.7462666842875,2599,3038.995650719304,L1C_T12CVD_A008731_20170222T162339,12CVD,
3407,1753,2391.3905645785,1603,2384.000309559188,L1C_T01CDP_A008733_20170222T194515,01CDP,
3408,1960,2547.3373042886324,1856,2569.151270735048,L1C_T01CDQ_A008733_20170222T194515,01CDQ,
3409,1704,2104.6784384052976,1508,2038.9710896960714,L1C_T01CEP_A008733_20170222T194515,01CEP,
3410,1847,2053.956845238096,1719,1975.657786885246,L1C_T02CMU_A008733_20170222T194515,02CMU,
3411,3332,4270.114455484122,3292,4398.211291913214,L1C_T59CNQ_A008733_20170222T194515,59CNQ,
3412,3274,4176.273416886544,3295,4333.382784389703,L1C_T60CVV_A008733_20170222T194515,60CVV,
3413,1957,2583.425285171103,1860,2605.6361290322584,L1C_T60CWU_A008733_20170222T194515,60CWU,
3414,1934,2510.7756951826773,1860,2511.5430145867085,L1C_T60CWV_A008733_20170222T194515,60CWV,
3415,1586,3676.8945931185144,1357,3616.6959287531804,L1C_T55DEF_A008735_20170222T230334,55DEF,
3416,2459,3822.7975086906144,2260,3825.223216707349,L1C_T55DEG_A008735_20170222T230334,55DEG,
3417,5334,6226.196177062375,5396,6427.390306122448,L1C_T55DFE_A008735_20170222T230334,55DFE,
3418,1881,5662.096623376623,1582,5601.756499203628,L1C_T55DFF_A008735_20170222T230334,55DFF,
3419,6043,6480.485594027158,6157,6703.9040835084015,L1C_T56DMK_A008735_20170222T230334,56DMK,
3420,4183,5919.872163695299,3876,5920.377304222774,L1C_T56DML_A008735_20170222T230334,56DML,
3421,4357,4559.231276595742,4229,4494.033499446291,L1C_T56DNK_A008735_20170222T230334,56DNK,
3422,4357,4559.131013745703,4229,4494.063122923589,L1C_T56DNL_A008735_20170222T230334,56DNL,
3423,848,920.0367710619055,487,535.1307192641406,L1C_T47DMH_A008737_20170223T022546,47DMH,
3424,711,1310.0042014132027,429,992.7293256997453,L1C_T47DNH_A008737_20170223T022546,47DNH,
3425,711,945.7858986391368,404,670.8644641527318,L1C_T47DNJ_A008737_20170223T022546,47DNJ,
3426,597,735.0497844357129,309,482.011630184081,L1C_T47DPH_A008737_20170223T022546,47DPH,
3427,690,803.2631002527372,382,484.89011340609295,L1C_T47DPJ_A008737_20170223T022546,47DPJ,
3428,571,665.9807684724293,225,363.91898438300024,L1C_T48DVN_A008737_20170223T022546,48DVN,
3429,2029,7201.06487909983,1899,7324.455389584175,L1C_T48DWN_A008737_20170223T022546,48DWN,
3430,546,566.4870404753065,287,314.00000000000006,L1C_T39DWH_A008739_20170223T054708,39DWH,
3431,508,566.8857574290303,282,311.94547732419267,L1C_T39DXH_A008739_20170223T054708,39DXH,
3432,544,585.3517281960748,294,334.08805218572616,L1C_T40DDN_A008739_20170223T054708,40DDN,
3433,585,603.4297883107024,306,321.3633408705483,L1C_T38DNL_A008739_20170223T054722,38DNL,
3434,591,623.3382797265933,306,337.70980623836186,L1C_T38DNM_A008739_20170223T054722,38DNM,
3435,588,623.7696913648896,311,338.53684852550987,L1C_T38DPM_A008739_20170223T054722,38DPM,
3436,588,623.5641881108814,311,338.3425716918471,L1C_T38DPN_A008739_20170223T054722,38DPN,
3437,589,625.6800904912449,313,339.8785490239867,L1C_T39DVG_A008739_20170223T054722,39DVG,
3438,572,601.0471514419717,300,338.4060979523717,L1C_T39DVH_A008739_20170223T054722,39DVH,
3439,545,573.6342630293158,287,321.79384237496294,L1C_T39DWH_A008739_20170223T054722,39DWH,
3440,546,563.0000000000001,298,315.42600224803294,L1C_T39DXH_A008739_20170223T054722,39DXH,
3441,637,666.438612099644,362,377.5171849427169,L1C_T28DFG_A008741_20170223T091000,28DFG,
3442,595,635.2693377851966,332,359.8386524822692,L1C_T29DMB_A008741_20170223T091000,29DMB,
3443,661,730.8036363636365,403,440.80667402095975,L1C_T29DMC_A008741_20170223T091000,29DMC,
3444,588,685.7878143133458,341,415.46441126056754,L1C_T29DNB_A008741_20170223T091000,29DNB,
3445,588,738.3709930715936,353,477.15611159546637,L1C_T29DNC_A008741_20170223T091000,29DNC,
3446,1563,2191.664819665525,1416,2138.4546704154955,L1C_T29DPC_A008741_20170223T091000,29DPC,
3447,1236,1840.5160128861094,1060,1697.9508365293757,L1C_T30DVH_A008741_20170223T091000,30DVH,
3448,6251,6535.858062439652,6387,6766.9981402763015,L1C_T30DWG_A008741_20170223T091000,30DWG,
3449,1236,1825.1721916491965,1060,1695.8251815758024,L1C_T30DWH_A008741_20170223T091000,30DWH,
3450,7132,7269.50082705385,7651,7813.743661100803,L1C_T19CEP_A008743_20170223T123144,19CEP,
3451,7212,7445.6312027604345,7678,8001.3603260869595,L1C_T19CEQ_A008743_20170223T123144,19CEQ,
3452,7180,7301.470058293587,7598,7773.266915852021,L1C_T19CER_A008743_20170223T123144,19CER,
3453,3937,4651.6221332362575,3426,4370.407056517478,L1C_T20CMA_A008743_20170223T123144,20CMA,
3454,7137,7277.612691153351,7670,7817.46186440678,L1C_T20CMU_A008743_20170223T123144,20CMU,
3455,7299,7426.356877323419,7792,7981.772670288343,L1C_T20CMV_A008743_20170223T123144,20CMV,
3456,3936,4143.059077654174,3426,3662.896034167176,L1C_T20CNA_A008743_20170223T123144,20CNA,
3457,807,1465.3980043453766,473,1220.3937615812229,L1C_T20CNB_A008743_20170223T123144,20CNB,
3458,814,975.8294671161877,472,605.0585281697394,L1C_T20CNC_A008743_20170223T123144,20CNC,
3459,1295,2730.0,1007,2582.1884057971015,L1C_T20CND_A008743_20170223T123144,20CND,
3460,3349,5870.994317028617,3260,5904.316010940459,L1C_T20CPE_A008743_20170223T123144,20CPE,
3461,1222,2159.485080058224,848,1893.6926863572432,L1C_T20DNG_A008743_20170223T123144,20DNG,
3462,1879,4642.096440397351,1634,4445.53772366722,L1C_T20DPF_A008743_20170223T123144,20DPF,
3463,1222,2411.2313092313093,848,2149.851488387308,L1C_T20DPG_A008743_20170223T123144,20DPG,
3464,814,1997.8099305500118,492,1761.50056945516,L1C_T21CVT_A008743_20170223T123144,21CVT,
3465,1201,5515.973501303214,822,5671.110271903322,L1C_T21CVU_A008743_20170223T123144,21CVU,
3466,3476,5839.9777345438815,3332,5871.998396701786,L1C_T21CVV_A008743_20170223T123144,21CVV,
3467,3330,4978.13354037267,3165,4974.960890493381,L1C_T21DVA_A008743_20170223T123144,21DVA,
3468,707,1071.3912920820012,455,848.0827467626674,L1C_T11CNU_A008745_20170223T155320,11CNU,
3469,686,909.6156594850237,420,657.192339487462,L1C_T12CVD_A008745_20170223T155320,12CVD,
3470,1420,2195.213170951737,1210,2094.9657997399217,L1C_T12CWD_A008745_20170223T155320,12CWD,
3471,924,1950.9371657754014,657,1823.372937659174,L1C_T12CXE_A008745_20170223T155320,12CXE,
3472,1756,2349.8129899216124,1624,2286.765590337688,L1C_T13CDT_A008745_20170223T155320,13CDT,
3473,751,927.5118671119915,449,673.6669179166353,L1C_T13CDU_A008745_20170223T155320,13CDU,
3474,886,2017.2061224489796,602,1884.5775339301188,L1C_T13CDV_A008745_20170223T155320,13CDV,
3475,2568,2794.2239921337264,2184,2474.8203921568625,L1C_T13CEV_A008745_20170223T155320,13CEV,
3476,864,1903.8441886935625,574,1775.6808743169397,L1C_T01CDP_A008747_20170223T191500,01CDP,
3477,986,1295.243484292934,677,1070.178258328463,L1C_T01CDQ_A008747_20170223T191500,01CDQ,
3478,795,1168.3692799171129,495,931.2215592926921,L1C_T01CEP_A008747_20170223T191500,01CEP,
3479,1093,1774.3387300493746,888,1679.071850878634,L1C_T02CMU_A008747_20170223T191500,02CMU,
3480,2007,2739.299468470645,1979,2796.642440556303,L1C_T02CNU_A008747_20170223T191500,02CNU,
3481,2655,3417.120181405896,2681,3567.6099943640806,L1C_T03CVP_A008747_20170223T191500,03CVP,
3482,2194,2736.3835519819436,1934,2670.7209603220244,L1C_T60CWU_A008747_20170223T191500,60CWU,
3483,772,815.3331555460735,433,497.3688492580058,L1C_T60CWV_A008747_20170223T191500,60CWV,
3484,4733,5479.441180507894,4852,5711.467841376161,L1C_T56DNK_A008749_20170223T223335,56DNK,
3485,5713,5864.328441784128,5870,6057.140215198387,L1C_T56DNL_A008749_20170223T223335,56DNL,
3486,4401,5463.08837843099,4490,5671.6439044257395,L1C_T56DPK_A008749_20170223T223335,56DPK,
3487,5076,5303.852625635233,5328,5543.031324705301,L1C_T57DVE_A008749_20170223T223335,57DVE,
3488,5105,5138.070175438596,5384,5412.931428571428,L1C_T57DWD_A008749_20170223T223335,57DWD,
3489,4876,5031.300085668827,5125,5303.657232802419,L1C_T57DWE_A008749_20170223T223335,57DWE,
3490,1240,5470.590745192307,884,5400.471910112359,L1C_T48DWM_A008751_20170224T015535,48DWM,
3491,1221,5537.880998080614,848,5470.751824817518,L1C_T48DWN_A008751_20170224T015535,48DWN,
3492,583,659.6638358103328,335,361.4945092094212,L1C_T48DXN_A008751_20170224T015535,48DXN,
3493,580,626.9125449724249,332,362.7139536969835,L1C_T49DDH_A008751_20170224T015535,49DDH,
3494,592,1103.876519789601,349,944.4898103309121,L1C_T49DEH_A008751_20170224T015535,49DEH,
3495,631,688.1151092584629,330,398.3470443505141,L1C_T40DDN_A008753_20170224T051709,40DDN,
3496,1486,3420.7253932084695,1346,3484.5042590545545,L1C_T40DEM_A008753_20170224T051709,40DEM,
3497,594,624.3351060938265,323,359.75980664188603,L1C_T40DEN_A008753_20170224T051709,40DEN,
3498,2406,3566.6376697721403,2306,3742.6835547122073,L1C_T40DFM_A008753_20170224T051709,40DFM,
3499,2380,3313.759148006554,2402,3473.1649284501577,L1C_T41DMG_A008753_20170224T051709,41DMG,
3500,4468,5719.222535211268,4390,5847.931985294117,L1C_T30DWG_A008755_20170224T083933,30DWG,
3501,2579,3952.0143540669856,2531,3996.585532966417,L1C_T30DWH_A008755_20170224T083933,30DWH,
3502,5341,6287.72963312122,5356,6511.428421815838,L1C_T30DXG_A008755_20170224T083933,30DXG,
3503,6080,6136.979457682828,6146,6281.572395128552,L1C_T30DXH_A008755_20170224T083933,30DXH,
3504,5330,6319.324142724745,5345,6542.19039856549,L1C_T31DDB_A008755_20170224T083933,31DDB,
3505,5330,6222.2008665847525,5345,6416.55939751146,L1C_T31DDC_A008755_20170224T083933,31DDC,
3506,4001,5229.923682616596,4033,5422.816266272984,L1C_T31DEC_A008755_20170224T083933,31DEC,
3507,787,2385.1519152404235,451,2334.4434294871794,L1C_T31DFC_A008755_20170224T083933,31DFC,
3508,777,1911.590361445783,455,1817.2910547396525,L1C_T32DMH_A008755_20170224T083933,32DMH,
3509,706,753.3068785684274,418,462.193703078415,L1C_T26CMA_A008756_20170224T102144,26CMA,
3510,908,1264.3913626609442,574,1037.8272693173296,L1C_T26CMB_A008756_20170224T102144,26CMB,
3511,807,849.1101748807633,453,496.0948103533319,L1C_T26CNB_A008756_20170224T102144,26CNB,
3512,6229,6999.440207673585,6485,7559.431039136304,L1C_T19CEP_A008757_20170224T120234,19CEP,
3513,6873,7221.658527387575,7310,7793.678733753289,L1C_T19CEQ_A008757_20170224T120234,19CEQ,
3514,6820,6949.319677262291,7290,7433.523114754098,L1C_T19CER_A008757_20170224T120234,19CER,
3515,6849,7117.501999529523,7318,7650.491343283583,L1C_T20CMA_A008757_20170224T120234,20CMA,
3516,7178,7222.773224043716,7759,7808.940909090909,L1C_T20CMT_A008757_20170224T120234,20CMT,
3517,6219,7015.574931437275,6480,7575.335245968511,L1C_T20CMU_A008757_20170224T120234,20CMU,
3518,7115,7238.5803437967115,7669,7817.31829874807,L1C_T20CMV_A008757_20170224T120234,20CMV,
3519,7291,7404.522040156934,7881,7970.421626152554,L1C_T20CNA_A008757_20170224T120234,20CNA,
3520,1006,2207.263419117647,608,2142.499386945546,L1C_T20CNB_A008757_20170224T120234,20CNB,
3521,1006,1936.1718881590025,608,1713.6904675934284,L1C_T20CNC_A008757_20170224T120234,20CNC,
3522,6379,6517.342465753424,6644,6732.044943820226,L1C_T20CND_A008757_20170224T120234,20CND,
3523,7110,7190.639530619728,7644,7800.605361930295,L1C_T20CNT_A008757_20170224T120234,20CNT,
3524,7100,7172.557660626031,7663,7790.464474456841,L1C_T20CNU_A008757_20170224T120234,20CNU,
3525,1554,2318.3817700556538,1238,2158.3720984759666,L1C_T21CVT_A008757_20170224T120234,21CVT,
3526,6406,6619.400572758187,6597,6859.652225130891,L1C_T21CVU_A008757_20170224T120234,21CVU,
3527,2398,2862.1324643297517,2354,2863.4136081309994,L1C_T18DXK_A008758_20170224T134050,18DXK,
3528,2536,3119.661790393013,2561,3184.3679532599913,L1C_T18DXL_A008758_20170224T134050,18DXL,
3529,2419,2830.789802103762,2362,2800.897365119198,L1C_T19DDE_A008758_20170224T134050,19DDE,
3530,2513,3182.7561831687203,2533,3215.6499363057324,L1C_T19DDF_A008758_20170224T134050,19DDF,
3531,2014,2680.3057284187007,1917,2511.993001811295,L1C_T19DDG_A008758_20170224T134050,19DDG,
3532,675,719.5914482439391,417,464.79618752857607,L1C_T19DDH_A008758_20170224T134050,19DDH,
3533,675,719.5524634872788,424,464.39589930516,L1C_T19DEH_A008758_20170224T134050,19DEH,
3534,957,1060.3907023656695,759,865.9193631679636,L1C_T12CWD_A008759_20170224T152257,12CWD,
3535,4709,4987.516229524672,4917,5255.897396993978,L1C_T12CXE_A008759_20170224T152257,12CXE,
3536,1561,1703.5110863549794,1433,1582.9974224953123,L1C_T13CDT_A008759_20170224T152257,13CDT,
3537,1426,1639.1326657320246,1266,1486.8314442565807,L1C_T13CDU_A008759_20170224T152257,13CDU,
3538,4554,4920.882556710248,4738,5176.010796027062,L1C_T13CDV_A008759_20170224T152257,13CDV,
3539,4941,5303.725627101112,5229,5559.408821470246,L1C_T13CEV_A008759_20170224T152257,13CEV,
3540,4941,5176.532599491957,5229,5448.280046674446,L1C_T13DEA_A008759_20170224T152257,13DEA,
3541,5086,5678.410405721881,4888,5778.906209822576,L1C_T13DFA_A008759_20170224T152257,13DFA,
3542,4963,5966.637773641763,4732,6096.127059843883,L1C_T14DMF_A008759_20170224T152257,14DMF,
3543,5263,6263.94038859508,5188,6415.013217695869,L1C_T14DNF_A008759_20170224T152257,14DNF,
3544,5784,6025.196471149262,6029,6263.3366440146365,L1C_T14DPF_A008759_20170224T152257,14DPF,
3545,5792,5945.527596697088,6006,6185.156544054748,L1C_T15DVA_A008759_20170224T152257,15DVA,
3546,1301,1496.6046460176992,1043,1264.1687554648793,L1C_T01CDP_A008761_20170224T184454,01CDP,
3547,907,1358.610075173289,569,1105.6783496323794,L1C_T01CEP_A008761_20170224T184454,01CEP,
3548,854,1007.4540579841859,500,686.8931226308273,L1C_T02CMU_A008761_20170224T184454,02CMU,
3549,764,819.6013108012023,446,494.6410898211115,L1C_T02CNU_A008761_20170224T184454,02CNU,
3550,776,818.6194344458625,444,496.5878483684225,L1C_T03CVP_A008761_20170224T184454,03CVP,
3551,778,849.7377518925947,456,499.7032150674932,L1C_T03CWP_A008761_20170224T184454,03CWP,
3552,881,942.2147197839296,556,622.4970814849404,L1C_T03CWQ_A008761_20170224T184454,03CWQ,
3553,774,849.2990731359524,456,500.0563584139811,L1C_T04CDU_A008761_20170224T184454,04CDU,
3554,782,848.1188382768358,473,560.7064943906695,L1C_T04CDV_A008761_20170224T184454,04CDV,
3555,820,1170.744411640658,502,859.8437693738376,L1C_T04CEA_A008761_20170224T184454,04CEA,
3556,782,880.3646807143468,473,549.729491019784,L1C_T04CEV_A008761_20170224T184454,04CEV,
3557,867,942.0971482293947,509,561.3694851041845,L1C_T05CMQ_A008761_20170224T184454,05CMQ,
3558,2087,2536.3040322580646,1877,2440.855345911949,L1C_T05CMR_A008761_20170224T184454,05CMR,
3559,1003,1359.9103095453959,719,1103.2208828522919,L1C_T57DWD_A008763_20170224T220405,57DWD,
3560,1422,2193.5079980211085,1198,2094.653779683799,L1C_T57DWE_A008763_20170224T220405,57DWE,
3561,3976,4967.1453849832615,4166,5232.91927797834,L1C_T57DXC_A008763_20170224T220405,57DXC,
3562,2143,3151.581078831265,2043,3168.4818204488784,L1C_T57DXD_A008763_20170224T220405,57DXD,
3563,3676,4335.622394357328,3745,4496.9198553527885,L1C_T58DDH_A008763_20170224T220405,58DDH,
3564,4270,4718.211104815863,4427,4912.636460982464,L1C_T58DDJ_A008763_20170224T220405,58DDJ,
3565,4422,4944.657515751576,4579,5199.389216310927,L1C_T58DEH_A008763_20170224T220405,58DEH,
3566,4146,5126.67413549753,4349,5367.556846733668,L1C_T49DFH_A008765_20170225T012535,49DFH,
3567,6653,7350.821664464995,6750,7543.264171122995,L1C_T50DMM_A008765_20170225T012535,50DMM,
3568,2895,4847.139917215647,2663,4961.966203489817,L1C_T50DMN_A008765_20170225T012535,50DMN,
3569,1169,6302.006920696956,835,6428.645071726052,L1C_T50DNM_A008765_20170225T012535,50DNM,
3570,2076,7264.687231759659,1821,7464.9862192299615,L1C_T50DNN_A008765_20170225T012535,50DNN,
3571,5820,6120.673210390641,5866,6247.584249084249,L1C_T50DPM_A008765_20170225T012535,50DPM,
3572,1885,2445.695388669302,1755,2415.0463606861376,L1C_T41DMG_A008767_20170225T044722,41DMG,
3573,3032,3802.9279567345648,3078,3927.470911261441,L1C_T41DNF_A008767_20170225T044722,41DNF,
3574,3160,4255.374906855441,3184,4388.72574783338,L1C_T41DNG_A008767_20170225T044722,41DNG,
3575,2510,2927.8357970628795,2531,3024.2760448521917,L1C_T41DPF_A008767_20170225T044722,41DPF,
3576,2515,2856.606777735707,2534,2936.2454479242538,L1C_T42DVL_A008767_20170225T044722,42DVL,
3577,1362,2447.600387801869,1046,2320.0271392965938,L1C_T31DFC_A008769_20170225T080922,31DFC,
3578,704,747.6138142366143,388,426.38184342126976,L1C_T32DMH_A008769_20170225T080922,32DMH,
3579,686,725.9051668244813,388,408.5675725923675,L1C_T32DNH_A008769_20170225T080922,32DNH,
3580,1485,3731.641669887901,1396,3825.293421510617,L1C_T32DPH_A008769_20170225T080922,32DPH,
3581,1431,3730.952133194589,1401,3815.951916376306,L1C_T33DVC_A008769_20170225T080922,33DVC,
3582,6497,6904.510831234259,6799,7223.535891498509,L1C_T33DWC_A008769_20170225T080922,33DWC,
3583,787,811.0,455,473.0,L1C_T25CER_A008770_20170225T095150,25CER,
3584,762,794.3055270976333,431,458.3432025320474,L1C_T26CMA_A008770_20170225T095150,26CMA,
3585,762,818.7852047355434,431,469.4897961938184,L1C_T26CMB_A008770_20170225T095150,26CMB,
3586,788,822.1303044783991,450,494.0293376787265,L1C_T26CNB_A008770_20170225T095150,26CNB,
3587,854,924.5166738215062,510,594.9655666003974,L1C_T26CNC_A008770_20170225T095150,26CNC,
3588,2430,2928.692867342082,2350,2927.465007273315,L1C_T27CVT_A008770_20170225T095150,27CVT,
3589,5930,6775.228330684316,6155,7319.264570109636,L1C_T19CEP_A008771_20170225T113256,19CEP,
3590,6873,6992.433994823124,7482,7621.383580080751,L1C_T19CEQ_A008771_20170225T113256,19CEQ,
3591,6861,6898.182512733445,7459,7522.661169415291,L1C_T20CMT_A008771_20170225T113256,20CMT,
3592,5947,6792.1463061564045,6171,7352.349461005113,L1C_T20CMU_A008771_20170225T113256,20CMU,
3593,6848,7004.427518427518,7496,7625.829718875503,L1C_T20CMV_A008771_20170225T113256,20CMV,
3594,6521,6845.5453575240135,7005,7459.744031284301,L1C_T20CNT_A008771_20170225T113256,20CNT,
3595,6765,6870.332126478397,7373,7498.5865011636915,L1C_T20CNU_A008771_20170225T113256,20CNU,
3596,6554,6845.403995967372,7042,7459.728674203493,L1C_T21CVN_A008771_20170225T113256,21CVN,
3597,6623,6829.607244995235,7023,7274.95361781076,L1C_T21CWN_A008771_20170225T113256,21CWN,
3598,6216,6787.691417836661,6464,7224.293012390818,L1C_T21CWP_A008771_20170225T113256,21CWP,
3599,6646,6753.484530676455,7026,7172.391250770178,L1C_T22CDT_A008771_20170225T113256,22CDT,
3600,6235,6603.750490196078,6487,6982.523461827553,L1C_T22CDU_A008771_20170225T113256,22CDU,
3601,1215,2179.603015075377,983,2117.0,L1C_T20EPS_A008772_20170225T130937,20EPS,
3602,1216,2169.5555555555557,976,2131.958083832336,L1C_T21EUM_A008772_20170225T130937,21EUM,
3603,3854,4185.11811023622,3877,4310.69011976048,L1C_T21EXK_A008772_20170225T130937,21EXK,
3604,2642,3462.337479270315,2690,3590.9069090909084,L1C_T21EXL_A008772_20170225T130937,21EXL,
3605,3724,4199.0,3892,4328.842931937173,L1C_T22ECQ_A008772_20170225T130937,22ECQ,
3606,2669,3448.87084148728,2703,3607.958571428571,L1C_T22ECR_A008772_20170225T130937,22ECR,
3607,6647,6804.999999999999,6834,7053.224299065421,L1C_T20DMK_A008772_20170225T131046,20DMK,
3608,1208,5538.689920698769,800,5532.935799156764,L1C_T20DNH_A008772_20170225T131046,20DNH,
3609,6262,6823.501590974832,6340,7032.281748126255,L1C_T20DNJ_A008772_20170225T131046,20DNJ,
3610,6215,6587.449225189581,6364,6790.612777672298,L1C_T20DNK_A008772_20170225T131046,20DNK,
3611,5170,5895.099127676447,5097,5936.463206627681,L1C_T20DNL_A008772_20170225T131046,20DNL,
3612,6401,6617.163131196682,6576,6824.181077779286,L1C_T20DPL_A008772_20170225T131046,20DPL,
3613,4262,5105.989190088142,4045,5072.313689173262,L1C_T20DPM_A008772_20170225T131046,20DPM,
3614,5403,5579.940652818991,5805,5945.142222222222,L1C_T13CDT_A008773_20170225T145247,13CDT,
