system:index, MIN_B3, MIN_B3_5perc,MIN_B4,MIN_B4_5perc,SCENE_ID,TILE,.geo
0,5488,5935.47805764736,5673,6193.033068930844,S2A_OPER_MSI_L1C_TL_SGS__20160101T170442_A002752_T19DFJ_N02.01,19DFJ,
1,6797,6822.883426966291,7165,7190.449922958397,S2A_OPER_MSI_L1C_TL_SGS__20160101T170442_A002752_T19EFK_N02.01,19EFK,
2,6221,6483.093460734548,6445,6775.061934585942,S2A_OPER_MSI_L1C_TL_SGS__20160101T170442_A002752_T20DMP_N02.01,20DMP,
3,3116,4562.235269181857,3126,4720.193606321838,S2A_OPER_MSI_L1C_TL_SGS__20160101T170442_A002752_T20EMQ_N02.01,20EMQ,
4,5951,6227.2299138170665,6297,6587.29688273132,S2A_OPER_MSI_L1C_TL_SGS__20160101T170442_A002752_T20EMR_N02.01,20EMR,
5,6256,6546.5379537953795,6631,6942.016736401673,S2A_OPER_MSI_L1C_TL_SGS__20160101T170442_A002752_T20ENQ_N02.01,20ENQ,
6,2608,3630.19889892716,2561,3725.273518892863,S2A_OPER_MSI_L1C_TL_SGS__20160101T170442_A002752_T20ENR_N02.01,20ENR,
7,1526,2184.8666152659994,1373,2128.435450236967,S2A_OPER_MSI_L1C_TL_SGS__20160101T170442_A002752_T20ENS_N02.01,20ENS,
8,1486,1688.8374905517765,1295,1559.196428571429,S2A_OPER_MSI_L1C_TL_SGS__20160101T170442_A002752_T20EPS_N02.01,20EPS,
9,1831,1849.0,1719,1733.5320855614968,S2A_OPER_MSI_L1C_TL_SGS__20160101T170442_A002752_T21EUM_N02.01,21EUM,
10,4956,5527.635729239359,5089,5782.461634521993,S2A_OPER_MSI_L1C_TL_SGS__20160101T183152_A002752_T18DXK_N02.01,18DXK,
11,5473,6136.342809148472,5660,6295.887071891392,S2A_OPER_MSI_L1C_TL_SGS__20160101T183152_A002752_T18DXL_N02.01,18DXL,
12,4954,5510.7752606255,5083,5766.680564674984,S2A_OPER_MSI_L1C_TL_SGS__20160101T183152_A002752_T19DDE_N02.01,19DDE,
13,5038,5863.146743787489,5108,6032.354709231775,S2A_OPER_MSI_L1C_TL_SGS__20160101T183152_A002752_T19DDF_N02.01,19DDF,
14,4567,5479.0498424185835,4765,5679.914160869315,S2A_OPER_MSI_L1C_TL_SGS__20160101T183152_A002752_T19DDG_N02.01,19DDG,
15,5585,5702.607206032957,5779,5927.5634911708485,S2A_OPER_MSI_L1C_TL_SGS__20160101T183152_A002752_T19DDH_N02.01,19DDH,
16,5573,5895.25775577558,5779,6136.6523088569265,S2A_OPER_MSI_L1C_TL_SGS__20160101T183152_A002752_T19DEH_N02.01,19DEH,
17,6364,6531.0902004454365,6719,6900.238735177865,S2A_OPER_MSI_L1C_TL_SGS__20160101T183152_A002752_T19DEJ_N02.01,19DEJ,
18,6391,6866.961788617887,6756,7284.054413542925,S2A_OPER_MSI_L1C_TL_SGS__20160101T183152_A002752_T19DFH_N02.01,19DFH,
19,5488,5688.868435448578,5673,5896.031018289669,S2A_OPER_MSI_L1C_TL_SGS__20160101T183152_A002752_T19DFJ_N02.01,19DFJ,
20,2909,4463.857748106305,2941,4620.9316466933,S2A_OPER_MSI_L1C_TL_EPA__20160327T114740_A002756_T58CEA_N02.01,58CEA,
21,902,1582.2066272189352,571,1375.74753028891,S2A_OPER_MSI_L1C_TL_EPA__20160327T114740_A002756_T58CEV_N02.01,58CEV,
22,891,1710.1347048966675,589,1504.5243168133393,S2A_OPER_MSI_L1C_TL_EPA__20160327T114740_A002756_T59CMQ_N02.01,59CMQ,
23,900,2000.5106934543096,589,1888.7719990435203,S2A_OPER_MSI_L1C_TL_EPA__20160327T114740_A002756_T59CNQ_N02.01,59CNQ,
24,932,2001.6650937689049,658,1820.430210325048,S2A_OPER_MSI_L1C_TL_EPA__20160327T114740_A002756_T60CVV_N02.01,60CVV,
25,1165,1357.3505368895048,918,1102.6028776978417,S2A_OPER_MSI_L1C_TL_EPA__20160327T114740_A002756_T60CWV_N02.01,60CWV,
26,5560,5610.985482970408,5273,5315.010714285714,S2A_OPER_MSI_L1C_TL_SGS__20160102T181307_A002766_T20DMK_N02.01,20DMK,
27,6472,6615.686616989568,6277,6550.875720842649,S2A_OPER_MSI_L1C_TL_SGS__20160102T181307_A002766_T20DNJ_N02.01,20DNJ,
28,5352,5654.48877183255,5048,5351.914169055685,S2A_OPER_MSI_L1C_TL_SGS__20160102T181307_A002766_T20DNK_N02.01,20DNK,
29,6701,7815.009076469254,6517,7559.481555333999,S2A_OPER_MSI_L1C_TL_SGS__20160102T181307_A002766_T20DNL_N02.01,20DNL,
30,7216,8243.298535791757,6901,7993.301707248814,S2A_OPER_MSI_L1C_TL_SGS__20160102T181307_A002766_T20DPL_N02.01,20DPL,
31,2304,6221.466055369422,1923,5871.3923931463005,S2A_OPER_MSI_L1C_TL_SGS__20160102T181307_A002766_T20DPM_N02.01,20DPM,
32,2228,5583.406572411158,1880,5233.35372960373,S2A_OPER_MSI_L1C_TL_SGS__20160102T181307_A002766_T20DPN_N02.01,20DPN,
33,4408,4727.162053211503,4593,4903.170585523283,S2A_OPER_MSI_L1C_TL_SGS__20160102T181307_A002766_T20EPS_N02.01,20EPS,
34,1817,5264.230601309783,1443,4896.98725426658,S2A_OPER_MSI_L1C_TL_SGS__20160102T181307_A002766_T21DVH_N02.01,21DVH,
35,1379,4913.3686635944705,1081,4525.966139954853,S2A_OPER_MSI_L1C_TL_SGS__20160102T181307_A002766_T21DVJ_N02.01,21DVJ,
36,923,1185.4160755549465,583,873.6093928073949,S2A_OPER_MSI_L1C_TL_SGS__20160102T181307_A002766_T21DWJ_N02.01,21DWJ,
37,923,973.3436013022789,616,685.3218849840252,S2A_OPER_MSI_L1C_TL_SGS__20160102T181307_A002766_T21DXJ_N02.01,21DXJ,
38,4385,4823.470026841635,4523,5046.932412006047,S2A_OPER_MSI_L1C_TL_SGS__20160102T181307_A002766_T21EUM_N02.01,21EUM,
39,4726,5783.588540359681,4799,6055.541440354054,S2A_OPER_MSI_L1C_TL_SGS__20160102T181307_A002766_T21EVM_N02.01,21EVM,
40,4416,5030.792263610315,4504,5254.985875706217,S2A_OPER_MSI_L1C_TL_SGS__20160102T181307_A002766_T21EWL_N02.01,21EWL,
41,5177,5704.023817863398,5432,5975.489791236522,S2A_OPER_MSI_L1C_TL_SGS__20160102T181307_A002766_T21EWM_N02.01,21EWM,
42,6394,6444.5,6745,6816.6870967741925,S2A_OPER_MSI_L1C_TL_SGS__20160102T181307_A002766_T21EXK_N02.01,21EXK,
43,3774,4648.129748528624,3882,4847.327096774193,S2A_OPER_MSI_L1C_TL_SGS__20160102T181307_A002766_T21EXL_N02.01,21EXL,
44,6389,6452.0,6728,6830.0,S2A_OPER_MSI_L1C_TL_SGS__20160102T181307_A002766_T22ECQ_N02.01,22ECQ,
45,3777,4631.268790225809,3090,4845.912941053292,S2A_OPER_MSI_L1C_TL_SGS__20160102T181307_A002766_T22ECR_N02.01,22ECR,
46,7375,7454.575757575757,7630,7725.299019607844,S2A_OPER_MSI_L1C_TL_MTI__20160102T222928_A002771_T58DDH_N02.01,58DDH,
47,4466,6254.357399068914,4223,6318.645933432339,S2A_OPER_MSI_L1C_TL_MTI__20160102T222928_A002771_T58DEH_N02.01,58DEH,
48,3090,4466.591594827587,3019,4624.773644388399,S2A_OPER_MSI_L1C_TL_MTI__20160102T222928_A002771_T58DFG_N02.01,58DFG,
49,5990,6775.1671203048445,6132,7023.854815147771,S2A_OPER_MSI_L1C_TL_MTI__20160102T222928_A002771_T58DFH_N02.01,58DFH,
50,1335,2067.200412512891,1133,1955.19036391594,S2A_OPER_MSI_L1C_TL_MTI__20160102T222928_A002771_T59DMB_N02.01,59DMB,
51,5832,6552.168282548477,5853,6733.648518711018,S2A_OPER_MSI_L1C_TL_MTI__20160102T222928_A002771_T59DMC_N02.01,59DMC,
52,5488,6103.80023640662,5825,6473.4177433247205,S2A_OPER_MSI_L1C_TL_MTI__20160102T222928_A002771_T59DNA_N02.01,59DNA,
53,1660,4077.8770739064857,1512,4192.783616052959,S2A_OPER_MSI_L1C_TL_MTI__20160102T222928_A002771_T59DNB_N02.01,59DNB,
54,1132,2255.4413265306125,766,2077.814642171648,S2A_OPER_MSI_L1C_TL_MTI__20160103T215917_A002785_T58CEA_N02.01,58CEA,
55,1449,1742.7024180967244,1227,1517.2980128245822,S2A_OPER_MSI_L1C_TL_MTI__20160103T215917_A002785_T58CEB_N02.01,58CEB,
56,4228,5296.8207578253705,4348,5489.6783768282185,S2A_OPER_MSI_L1C_TL_MTI__20160103T215917_A002785_T58CEC_N02.01,58CEC,
57,3873,4198.927995840914,3997,4337.338668043365,S2A_OPER_MSI_L1C_TL_MTI__20160103T215917_A002785_T58CEV_N02.01,58CEV,
58,3693,4151.835765577948,3767,4295.183630808811,S2A_OPER_MSI_L1C_TL_MTI__20160103T215917_A002785_T59CMQ_N02.01,59CMQ,
59,1403,1711.2492501129966,1222,1487.3021106420797,S2A_OPER_MSI_L1C_TL_MTI__20160103T215917_A002785_T59CMS_N02.01,59CMS,
60,1151,2343.194199001153,887,2261.2252328535137,S2A_OPER_MSI_L1C_TL_MTI__20160103T215917_A002785_T59CMT_N02.01,59CMT,
61,559,591.2972103852742,289,309.69987521066236,S2A_OPER_MSI_L1C_TL_MTI__20160103T215917_A002785_T59CNT_N02.01,59CNT,
62,530,569.102455881045,275,301.1443545730702,S2A_OPER_MSI_L1C_TL_MTI__20160103T215917_A002785_T59CNU_N02.01,59CNU,
63,4430,4744.104389257868,4543,4873.522093023255,S2A_OPER_MSI_L1C_TL_SGS__20160104T203425_A002795_T18DXK_N02.01,18DXK,
64,2986,4017.8038285340313,2906,4016.3699378881993,S2A_OPER_MSI_L1C_TL_SGS__20160104T203425_A002795_T18DXL_N02.01,18DXL,
65,4424,4710.8386297047555,4545,4855.373062015505,S2A_OPER_MSI_L1C_TL_SGS__20160104T203425_A002795_T19DDE_N02.01,19DDE,
66,2709,3919.669449081803,2583,3918.4137315370886,S2A_OPER_MSI_L1C_TL_SGS__20160104T203425_A002795_T19DDF_N02.01,19DDF,
67,1818,2191.0209730235456,1619,2064.1684445685564,S2A_OPER_MSI_L1C_TL_SGS__20160104T203425_A002795_T19DDG_N02.01,19DDG,
68,2806,4434.749421028254,2793,4626.3058637084005,S2A_OPER_MSI_L1C_TL_SGS__20160104T203425_A002795_T19DDH_N02.01,19DDH,
69,508,590.9255109796856,302,351.01161010647866,S2A_OPER_MSI_L1C_TL_SGS__20160104T203425_A002795_T19DEH_N02.01,19DEH,
70,536,562.1944527511961,307,353.4183037744428,S2A_OPER_MSI_L1C_TL_SGS__20160104T203425_A002795_T19DEJ_N02.01,19DEJ,
71,514,537.2983932670238,295,313.2615649841969,S2A_OPER_MSI_L1C_TL_SGS__20160104T203425_A002795_T19DFH_N02.01,19DFH,
72,467,497.85925978839623,256,297.20678626308813,S2A_OPER_MSI_L1C_TL_SGS__20160104T203425_A002795_T19DFJ_N02.01,19DFJ,
73,,,,,S2A_OPER_MSI_L1C_TL_SGS__20160104T203425_A002795_T19EFK_N02.01,19EFK,
74,508,608.7066745161528,300,411.5843442840698,S2A_OPER_MSI_L1C_TL_SGS__20160104T203425_A002795_T20DMP_N02.01,20DMP,
75,747,6623.647610121838,667,6949.006006006007,S2A_OPER_MSI_L1C_TL_SGS__20160104T203425_A002795_T20EMQ_N02.01,20EMQ,
76,2169,3440.11207067699,1978,3441.1696446909027,S2A_OPER_MSI_L1C_TL_EPA__20160327T091445_A002799_T58CEA_N02.01,58CEA,
77,3958,4686.118032206688,3921,4847.888715040092,S2A_OPER_MSI_L1C_TL_EPA__20160327T091445_A002799_T58CEB_N02.01,58CEB,
78,765,879.0656083128879,509,653.8884650947757,S2A_OPER_MSI_L1C_TL_EPA__20160327T091445_A002799_T58CEV_N02.01,58CEV,
79,685,879.3498964402553,442,606.7894927077874,S2A_OPER_MSI_L1C_TL_EPA__20160327T091445_A002799_T59CMQ_N02.01,59CMQ,
80,3966,4622.895652173914,3926,4721.538092496642,S2A_OPER_MSI_L1C_TL_EPA__20160327T091445_A002799_T59CMS_N02.01,59CMS,
81,791,861.6959564799149,467,495.0715559983317,S2A_OPER_MSI_L1C_TL_EPA__20160327T091445_A002799_T59CMT_N02.01,59CMT,
82,699,782.9563834281881,426,540.5601240691071,S2A_OPER_MSI_L1C_TL_EPA__20160327T091445_A002799_T59CNQ_N02.01,59CNQ,
83,726,805.1554263417631,430,482.54162833128095,S2A_OPER_MSI_L1C_TL_EPA__20160327T091445_A002799_T59CNT_N02.01,59CNT,
84,707,803.0023523621328,414,477.24123709708044,S2A_OPER_MSI_L1C_TL_EPA__20160327T091445_A002799_T59CNU_N02.01,59CNU,
85,861,1777.1450617283947,626,1678.7008746355684,S2A_OPER_MSI_L1C_TL_EPA__20160327T091445_A002799_T60CVV_N02.01,60CVV,
86,8041,8096.18118466899,7909,8021.347222222222,S2A_OPER_MSI_L1C_TL_SGS__20160105T170303_A002809_T20DMK_N02.01,20DMK,
87,7115,7657.052777777777,6936,7559.502828409806,S2A_OPER_MSI_L1C_TL_SGS__20160105T170303_A002809_T20DNJ_N02.01,20DNJ,
88,6877,7439.215080626846,6685,7312.714043035105,S2A_OPER_MSI_L1C_TL_SGS__20160105T170303_A002809_T20DNK_N02.01,20DNK,
89,5907,7729.206432170266,5489,7599.695373943626,S2A_OPER_MSI_L1C_TL_SGS__20160105T170303_A002809_T20DNL_N02.01,20DNL,
90,1606,6575.444788629739,1295,6365.247978142079,S2A_OPER_MSI_L1C_TL_SGS__20160105T170303_A002809_T20DPL_N02.01,20DPL,
91,1015,1631.9124152004852,611,1372.6032755414235,S2A_OPER_MSI_L1C_TL_SGS__20160105T170303_A002809_T20DPM_N02.01,20DPM,
92,1200,3745.09521757863,815,3481.896580483736,S2A_OPER_MSI_L1C_TL_SGS__20160105T170303_A002809_T20DPN_N02.01,20DPN,
93,4078,5158.83958673192,4192,5431.572673405367,S2A_OPER_MSI_L1C_TL_SGS__20160105T170303_A002809_T20ENR_N02.01,20ENR,
94,4590,5256.584084084084,4745,5575.0465116279065,S2A_OPER_MSI_L1C_TL_SGS__20160105T170303_A002809_T20ENS_N02.01,20ENS,
95,1999,2447.165939323834,1883,2382.677507200838,S2A_OPER_MSI_L1C_TL_SGS__20160105T170303_A002809_T20EPS_N02.01,20EPS,
96,1045,3616.5078698845746,632,3351.96186681844,S2A_OPER_MSI_L1C_TL_SGS__20160105T170303_A002809_T21DVH_N02.01,21DVH,
97,1996,2439.860652026262,1882,2375.202782131662,S2A_OPER_MSI_L1C_TL_SGS__20160105T170303_A002809_T21EUM_N02.01,21EUM,
98,657,1007.4579015274485,432,849.7753236211389,S2A_OPER_MSI_L1C_TL_SGS__20160105T170303_A002809_T21EVM_N02.01,21EVM,
99,519,561.7308055818094,308,369.4116695695447,S2A_OPER_MSI_L1C_TL_SGS__20160105T170303_A002809_T21EWM_N02.01,21EWM,
100,1116,3099.7449474535165,718,2907.0025348542463,S2A_OPER_MSI_L1C_TL_SGS__20160105T224817_A002814_T57DXC_N02.01,57DXC,
101,1121,4876.922572960095,724,4896.327059807613,S2A_OPER_MSI_L1C_TL_SGS__20160105T224817_A002814_T58DDH_N02.01,58DDH,
102,1250,3140.0,845,2855.293005671078,S2A_OPER_MSI_L1C_TL_SGS__20160105T224817_A002814_T58DDJ_N02.01,58DDJ,
103,2265,6047.4445265491395,1849,6109.628571428572,S2A_OPER_MSI_L1C_TL_SGS__20160105T224817_A002814_T58DEH_N02.01,58DEH,
104,611,928.4201140361521,355,670.5675636363636,S2A_OPER_MSI_L1C_TL_SGS__20160105T224817_A002814_T58DFG_N02.01,58DFG,
105,1446,5474.901384083044,1090,5341.195652173913,S2A_OPER_MSI_L1C_TL_SGS__20160105T224817_A002814_T58DFH_N02.01,58DFH,
106,611,799.1221513624404,353,604.0042811766332,S2A_OPER_MSI_L1C_TL_SGS__20160105T224817_A002814_T59DMB_N02.01,59DMB,
107,1235,4767.843736849489,1048,4575.639186295502,S2A_OPER_MSI_L1C_TL_SGS__20160105T224817_A002814_T59DMC_N02.01,59DMC,
108,1248,5333.697810218979,880,4986.165029469548,S2A_OPER_MSI_L1C_TL_SGS__20160106T194815_A002823_T21DVJ_N02.01,21DVJ,
109,444,628.1098590097434,198,351.54753078788104,S2A_OPER_MSI_L1C_TL_SGS__20160106T194815_A002823_T21DWJ_N02.01,21DWJ,
110,502,606.7011695614151,244,313.32037463676727,S2A_OPER_MSI_L1C_TL_SGS__20160106T194815_A002823_T21DXJ_N02.01,21DXJ,
111,398,494.1032076702287,176,285.6104343746267,S2A_OPER_MSI_L1C_TL_SGS__20160106T194815_A002823_T21EXK_N02.01,21EXK,
112,463,476.15193807104697,180,252.26711996362715,S2A_OPER_MSI_L1C_TL_SGS__20160106T194815_A002823_T21EXL_N02.01,21EXL,
113,384,494.1122950887539,136,285.6718392615649,S2A_OPER_MSI_L1C_TL_SGS__20160106T194815_A002823_T22ECQ_N02.01,22ECQ,
114,462,476.02907624779954,235,252.1186234787642,S2A_OPER_MSI_L1C_TL_SGS__20160106T194815_A002823_T22ECR_N02.01,22ECR,
115,1368,2095.389763008421,1181,1936.5942075796725,S2A_OPER_MSI_L1C_TL_EPA__20160327T073244_A002827_T01CDP_N02.01,01CDP,
116,900,1323.2610169491522,676,1134.1107238605898,S2A_OPER_MSI_L1C_TL_EPA__20160327T073244_A002827_T01CDQ_N02.01,01CDQ,
117,1833,2159.9546901787903,1665,2016.3946483404009,S2A_OPER_MSI_L1C_TL_EPA__20160327T073244_A002827_T59CNQ_N02.01,59CNQ,
118,1176,1518.8304931022965,968,1314.0011293227117,S2A_OPER_MSI_L1C_TL_EPA__20160327T073244_A002827_T60CVV_N02.01,60CVV,
119,2048,2993.6506244796,2001,3055.284620036283,S2A_OPER_MSI_L1C_TL_EPA__20160327T073244_A002827_T60CWU_N02.01,60CWU,
120,738,1070.9097732843138,506,847.1784647922369,S2A_OPER_MSI_L1C_TL_EPA__20160327T073244_A002827_T60CWV_N02.01,60CWV,
121,664,743.2927811167757,370,473.34168944099395,S2A_OPER_MSI_L1C_TL_MTI__20160106T222425_A002828_T58CEA_N02.01,58CEA,
122,1323,2095.9761320030702,1152,2014.749116260802,S2A_OPER_MSI_L1C_TL_MTI__20160106T222425_A002828_T58CEB_N02.01,58CEB,
123,5158,5751.675213675214,5274,5974.701007326008,S2A_OPER_MSI_L1C_TL_MTI__20160106T222425_A002828_T58CEC_N02.01,58CEC,
124,1311,2062.0155134967417,1150,1967.2441689623508,S2A_OPER_MSI_L1C_TL_MTI__20160106T222425_A002828_T59CMS_N02.01,59CMS,
125,2479,4047.6100838529346,2347,4207.420896785109,S2A_OPER_MSI_L1C_TL_MTI__20160106T222425_A002828_T59CMT_N02.01,59CMT,
126,4154,4646.830000000001,4370,4824.361246612466,S2A_OPER_MSI_L1C_TL_MTI__20160106T222425_A002828_T59CNT_N02.01,59CNT,
127,705,944.1194391425636,439,686.1382579372654,S2A_OPER_MSI_L1C_TL_MTI__20160106T222425_A002828_T59CNU_N02.01,59CNU,
128,689,877.9892667844516,434,547.2964603430798,S2A_OPER_MSI_L1C_TL_SGS__20160107T191356_A002838_T18DXK_N02.01,18DXK,
129,771,845.4790397706905,446,544.2893341190331,S2A_OPER_MSI_L1C_TL_SGS__20160107T191356_A002838_T18DXL_N02.01,18DXL,
130,753,848.1899410051526,431,545.197989643618,S2A_OPER_MSI_L1C_TL_SGS__20160107T191356_A002838_T19DDE_N02.01,19DDE,
131,672,846.532268108816,358,545.1678157949974,S2A_OPER_MSI_L1C_TL_SGS__20160107T191356_A002838_T19DDF_N02.01,19DDF,
132,856,973.4076738609114,548,692.6824570536178,S2A_OPER_MSI_L1C_TL_SGS__20160107T191356_A002838_T19DDG_N02.01,19DDG,
133,635,744.6218360762854,355,421.58560300957413,S2A_OPER_MSI_L1C_TL_EPA__20160327T053428_A002842_T58CEA_N02.01,58CEA,
134,624,691.4545909060728,355,376.01748399724977,S2A_OPER_MSI_L1C_TL_EPA__20160327T053428_A002842_T58CEB_N02.01,58CEB,
135,994,1247.181398873258,591,845.759685770398,S2A_OPER_MSI_L1C_TL_EPA__20160327T053428_A002842_T58CEC_N02.01,58CEC,
136,619,670.130742391401,358,376.6446764381731,S2A_OPER_MSI_L1C_TL_EPA__20160327T053428_A002842_T58CEV_N02.01,58CEV,
137,617,668.4541171173346,359,406.5170865821263,S2A_OPER_MSI_L1C_TL_EPA__20160327T053428_A002842_T59CMQ_N02.01,59CMQ,
138,622,691.3360470357896,351,376.01229060044477,S2A_OPER_MSI_L1C_TL_EPA__20160327T053428_A002842_T59CMS_N02.01,59CMS,
139,993,2079.569211195929,594,1853.714995301383,S2A_OPER_MSI_L1C_TL_EPA__20160327T053428_A002842_T59CMT_N02.01,59CMT,
140,1031,2223.862430598396,759,2207.7058288978324,S2A_OPER_MSI_L1C_TL_EPA__20160327T053428_A002842_T59CNQ_N02.01,59CNQ,
141,2393,3288.0629139072844,2362,3367.1697624190056,S2A_OPER_MSI_L1C_TL_EPA__20160327T053428_A002842_T59CNT_N02.01,59CNT,
142,912,1422.4949769209877,624,1198.6652458293524,S2A_OPER_MSI_L1C_TL_EPA__20160327T053428_A002842_T59CNU_N02.01,59CNU,
143,4193,4916.43023255814,4245,5074.44756097561,S2A_OPER_MSI_L1C_TL_EPA__20160327T053428_A002842_T60CVV_N02.01,60CVV,
144,2017,2924.5573885573885,1814,2828.470608695652,S2A_OPER_MSI_L1C_TL_SGS__20160108T185701_A002852_T18DXK_N02.01,18DXK,
145,1988,2927.3118916631406,1790,2864.999304105776,S2A_OPER_MSI_L1C_TL_SGS__20160108T185701_A002852_T19DDE_N02.01,19DDE,
146,1005,1968.7416341090538,738,1838.7248738843618,S2A_OPER_MSI_L1C_TL_SGS__20160108T185701_A002852_T19DEH_N02.01,19DEH,
147,1100,1811.0499001996009,859,1710.179175118323,S2A_OPER_MSI_L1C_TL_SGS__20160108T185701_A002852_T19DEJ_N02.01,19DEJ,
148,1100,1746.8968573730863,859,1619.8260563380281,S2A_OPER_MSI_L1C_TL_SGS__20160108T185701_A002852_T19DFH_N02.01,19DFH,
149,983,2704.8186616211915,676,2718.6780941313186,S2A_OPER_MSI_L1C_TL_SGS__20160108T185701_A002852_T19DFJ_N02.01,19DFJ,
150,3861,4017.1703877790837,3954,4190.709497206703,S2A_OPER_MSI_L1C_TL_SGS__20160108T185701_A002852_T19EFK_N02.01,19EFK,
151,2714,4043.287849252761,2480,4143.963826749167,S2A_OPER_MSI_L1C_TL_SGS__20160108T185701_A002852_T20DMP_N02.01,20DMP,
152,798,2350.8866605335793,540,2337.810185608485,S2A_OPER_MSI_L1C_TL_SGS__20160108T185701_A002852_T20EMQ_N02.01,20EMQ,
153,1529,3536.832945865161,1284,3697.935013784954,S2A_OPER_MSI_L1C_TL_SGS__20160108T185701_A002852_T20EMR_N02.01,20EMR,
154,3123,3762.221105527638,3455,3987.1312384473204,S2A_OPER_MSI_L1C_TL_SGS__20160108T185701_A002852_T20ENQ_N02.01,20ENQ,
155,753,924.1138266768853,479,607.4468139546324,S2A_OPER_MSI_L1C_TL_SGS__20160108T185701_A002852_T20ENR_N02.01,20ENR,
156,1757,3375.683492496589,1581,3491.2650040787785,S2A_OPER_MSI_L1C_TL_SGS__20160108T185701_A002852_T20ENS_N02.01,20ENS,
157,1757,4269.088529014844,1638,4447.406429548564,S2A_OPER_MSI_L1C_TL_SGS__20160108T185701_A002852_T20EPS_N02.01,20EPS,
158,1920,4654.450284784378,1779,4832.394760523948,S2A_OPER_MSI_L1C_TL_SGS__20160108T185701_A002852_T21EUM_N02.01,21EUM,
159,3415,4391.208658241464,3522,4590.730466830466,S2A_OPER_MSI_L1C_TL_SGS__20160108T185701_A002852_T21EVM_N02.01,21EVM,
160,6533,6765.902834008098,6425,6689.437007874016,S2A_OPER_MSI_L1C_TL_SGS__20160108T231919_A002857_T57DWD_N02.01,57DWD,
161,1644,4381.952822791426,1356,3996.0335731414866,S2A_OPER_MSI_L1C_TL_SGS__20160108T231919_A002857_T57DXC_N02.01,57DXC,
162,2288,6053.852049910874,1972,5856.005772402419,S2A_OPER_MSI_L1C_TL_SGS__20160108T231919_A002857_T57DXD_N02.01,57DXD,
163,1966,5021.0310093230655,1396,4829.651189127972,S2A_OPER_MSI_L1C_TL_SGS__20160108T231919_A002857_T58DDH_N02.01,58DDH,
164,2538,5726.474522292994,2229,5466.935383881736,S2A_OPER_MSI_L1C_TL_SGS__20160108T231919_A002857_T58DDJ_N02.01,58DDJ,
165,2479,4576.514745828483,1842,4189.307750759878,S2A_OPER_MSI_L1C_TL_SGS__20160108T231919_A002857_T58DEH_N02.01,58DEH,
166,4224,5104.441367373432,3902,4878.498332009531,S2A_OPER_MSI_L1C_TL_SGS__20160108T231919_A002857_T58DFH_N02.01,58DFH,
167,5123,5224.722807017543,4880,5000.392655367232,S2A_OPER_MSI_L1C_TL_SGS__20160108T231919_A002857_T59DMC_N02.01,59DMC,
168,2354,5873.610564663025,2045,5594.493919793014,S2A_OPER_MSI_L1C_TL_SGS__20160109T194256_A002866_T20DPN_N02.01,20DPN,
169,1415,5470.123238333855,1064,5209.593676022995,S2A_OPER_MSI_L1C_TL_SGS__20160109T194256_A002866_T21DVH_N02.01,21DVH,
170,1967,5451.591258121678,1594,5105.903225806452,S2A_OPER_MSI_L1C_TL_SGS__20160109T194256_A002866_T21DVJ_N02.01,21DVJ,
171,664,864.9580893916137,371,543.1041416566625,S2A_OPER_MSI_L1C_TL_SGS__20160109T194256_A002866_T21DWJ_N02.01,21DWJ,
172,534,659.7841296634397,255,370.52459968258444,S2A_OPER_MSI_L1C_TL_SGS__20160109T194256_A002866_T21DXJ_N02.01,21DXJ,
173,453,471.4171571325739,234,245.29452649869677,S2A_OPER_MSI_L1C_TL_SGS__20160109T194256_A002866_T21EWL_N02.01,21EWL,
174,478,501.53256660733945,251,273.180436614324,S2A_OPER_MSI_L1C_TL_SGS__20160109T194256_A002866_T21EWM_N02.01,21EWM,
175,385,496.57877299796826,206,275.3716596734988,S2A_OPER_MSI_L1C_TL_SGS__20160109T194256_A002866_T21EXK_N02.01,21EXK,
176,438,458.80583528134366,221,235.14910361120099,S2A_OPER_MSI_L1C_TL_SGS__20160109T194256_A002866_T21EXL_N02.01,21EXL,
177,414,496.5366302694948,137,275.2954347873736,S2A_OPER_MSI_L1C_TL_SGS__20160109T194256_A002866_T22ECQ_N02.01,22ECQ,
178,441,458.78345465391635,220,235.09022729673404,S2A_OPER_MSI_L1C_TL_SGS__20160109T194256_A002866_T22ECR_N02.01,22ECR,
179,8021,8054.0,7909,7945.000000000001,S2A_OPER_MSI_L1C_TL_MTI__20160109T204139_A002866_T20DMK_N02.01,20DMK,
180,8265,8484.226690163408,8216,8435.346109443546,S2A_OPER_MSI_L1C_TL_MTI__20160109T204139_A002866_T20DNJ_N02.01,20DNJ,
181,7927,8099.847849222424,7777,8007.801987338732,S2A_OPER_MSI_L1C_TL_MTI__20160109T204139_A002866_T20DNK_N02.01,20DNK,
182,7767,7875.097279702396,7622,7735.4395129168115,S2A_OPER_MSI_L1C_TL_MTI__20160109T204139_A002866_T20DNL_N02.01,20DNL,
183,5322,7374.597040271715,5087,7248.243603224675,S2A_OPER_MSI_L1C_TL_MTI__20160109T204139_A002866_T20DPL_N02.01,20DPL,
184,1596,3617.5384798665705,1212,3357.9390852390848,S2A_OPER_MSI_L1C_TL_MTI__20160109T204139_A002866_T20DPM_N02.01,20DPM,
185,2269,5042.036354326677,1956,4774.911010558069,S2A_OPER_MSI_L1C_TL_MTI__20160109T204139_A002866_T20DPN_N02.01,20DPN,
